SalesKey,SalesID,DateKey,CustomerKey,CountryKey,AreaKey,IndustryKey,SalespersonKey,SalesAmountLC,AdjustedProfitLC,ItemProfitLC,ResourceProfitLC,DiscountAmountLC,ActualDeliveryDays,ExpectedDeliveryDays
547,SO-000547,20260807,61,9,3,9,5,67482.69,19991.62,14939.84,5051.78,6003.48,11,9
548,SO-000548,20240611,66,15,5,1,6,86891.64,29732.08,23360.89,6371.19,3665.23,8,9
549,SO-000549,20260630,76,8,2,1,12,34690.74,8466.09,6185.35,2280.74,2464.55,11,9
550,SO-000550,20250425,82,6,2,5,9,74915.6,22945.2,15833.51,7111.69,1253.47,3,3
551,SO-000551,20240510,62,1,1,2,16,94073.52,33886.14,20874.3,13011.84,1570.19,3,4
552,SO-000552,20250621,96,3,1,9,20,55069.16,8695.94,5908.04,2787.9,4212.77,3,4
553,SO-000553,20260626,10,7,2,9,5,15949.8,5525.81,4294.08,1231.73,493.44,8,6
554,SO-000554,20260814,27,7,2,2,18,13562.07,5445.92,3298.67,2147.25,899.91,13,8
555,SO-000555,20270716,32,15,5,6,19,93518.33,29417.46,18445.42,10972.04,8870.08,10,5
556,SO-000556,20240702,66,15,5,1,15,43780.25,14970.04,10580.18,4389.86,3979.29,11,10
557,SO-000557,20250810,49,8,2,9,16,31132.88,8519.86,5377.25,3142.61,32.86,8,5
558,SO-000558,20260531,80,5,1,3,10,53742.34,19150.06,13374.14,5775.92,4060.09,5,7
559,SO-000559,20250526,84,7,2,5,6,59901.87,23303.64,16537.25,6766.39,1129.58,13,9
560,SO-000560,20270704,75,12,3,5,8,71636.33,24628.37,18857.58,5770.79,1580.24,8,4
561,SO-000561,20270821,42,2,1,6,18,51902.7,20241.42,14627.33,5614.09,3601.66,9,7
562,SO-000562,20270728,86,15,5,9,15,80976.46,22177.12,17091.83,5085.29,1477.07,6,7
563,SO-000563,20240411,69,4,1,5,18,61964.08,14353.37,10399.75,3953.62,1163.62,3,3
564,SO-000564,20250421,45,11,3,4,3,2702.02,1193.48,783.43,410.05,33.79,8,10
565,SO-000565,20260807,32,15,5,6,2,15493.03,4618.07,3086.64,1531.43,482.73,13,10
566,SO-000566,20270117,34,12,3,4,16,33359.74,13446.11,10626.85,2819.26,186.94,8,9
567,SO-000567,20250524,88,8,2,4,13,18569.57,7775.26,5054.04,2721.22,708.57,2,3
568,SO-000568,20261203,64,4,1,5,7,77236.92,21849.42,16332.96,5516.46,258.82,9,10
569,SO-000569,20250602,92,8,2,1,16,47546.14,16851.91,11163.07,5688.84,1536.04,2,3
570,SO-000570,20250428,37,8,2,3,14,64032.74,13422.36,10435.94,2986.42,5530.24,5,6
571,SO-000571,20240327,75,12,3,5,19,32789.09,6564.64,4301.28,2263.36,392.32,4,6
572,SO-000572,20241118,95,2,1,6,16,78455.79,22954.69,16509.99,6444.7,2913.84,5,4
573,SO-000573,20251229,79,16,5,2,5,9594.45,3219.83,2531.33,688.5,956.54,1,3
574,SO-000574,20250130,38,15,5,7,1,70282.15,27230.11,17023.33,10206.78,1635.29,13,8
575,SO-000575,20270218,72,1,1,10,10,69080.37,17784.76,11150.09,6634.67,6208.0,15,10
576,SO-000576,20250717,58,3,1,7,20,54502.04,16188.61,11547.99,4640.62,2962.84,13,8
577,SO-000577,20270114,95,2,1,6,12,91490.16,28943.47,17764.79,11178.68,1418.33,9,7
578,SO-000578,20270624,86,15,5,9,8,45680.86,17485.51,12260.69,5224.82,3351.41,6,3
579,SO-000579,20270203,64,4,1,5,5,32409.06,5477.21,4345.8,1131.41,2654.46,11,6
580,SO-000580,20240922,88,8,2,4,6,61497.4,15176.33,11051.11,4125.22,679.33,2,4
581,SO-000581,20261212,32,15,5,6,20,87412.53,18411.15,12833.94,5577.21,863.23,14,9
582,SO-000582,20250303,11,14,4,4,16,70280.75,15938.38,10730.85,5207.53,4258.69,2,4
583,SO-000583,20260125,88,8,2,4,2,92876.17,37115.48,25743.74,11371.74,5934.01,12,8
584,SO-000584,20250318,33,6,2,6,17,82452.48,18943.02,11519.83,7423.19,580.37,6,7
585,SO-000585,20270217,39,9,3,9,18,10163.37,3735.56,2638.55,1097.01,192.56,6,6
586,SO-000586,20240801,27,7,2,2,6,41810.87,7595.12,5527.16,2067.96,1496.68,14,10
587,SO-000587,20251007,41,2,1,4,18,79349.93,24994.41,17519.55,7474.86,5217.51,13,10
588,SO-000588,20270531,21,9,3,1,8,99150.57,24529.48,16541.31,7988.17,7576.93,12,9
589,SO-000589,20260715,57,14,4,10,15,56532.9,12108.13,9119.14,2988.99,5235.78,10,7
590,SO-000590,20250910,59,13,4,10,1,96002.53,14406.01,8743.48,5662.53,2731.1,3,3
591,SO-000591,20240712,20,12,3,10,2,30383.23,6579.97,5074.1,1505.87,65.94,7,7
592,SO-000592,20250608,60,15,5,9,10,46306.8,9114.67,5951.86,3162.81,4119.57,7,6
593,SO-000593,20241220,35,9,3,2,16,9644.56,2603.45,2040.0,563.45,708.17,13,8
594,SO-000594,20270326,76,8,2,1,13,82657.67,29498.75,21098.88,8399.87,7502.47,5,7
595,SO-000595,20240903,56,5,1,3,8,8308.5,1385.67,1045.05,340.62,289.08,13,9
596,SO-000596,20250916,79,16,5,2,17,74894.03,30320.36,23823.64,6496.72,4747.44,7,9
597,SO-000597,20240413,5,3,1,10,13,4597.63,1434.36,903.53,530.83,230.99,6,6
598,SO-000598,20260318,98,16,5,4,5,97118.5,36502.19,26100.93,10401.26,874.87,11,9
599,SO-000599,20240623,56,5,1,3,13,13652.81,2386.01,1704.3,681.71,67.32,11,9
600,SO-000600,20260320,56,5,1,3,19,50431.4,19272.24,12065.87,7206.37,680.17,11,6
601,SO-000601,20260530,69,4,1,5,11,20011.88,6699.96,5005.76,1694.2,492.78,6,4
602,SO-000602,20250125,95,2,1,6,11,68631.43,22154.6,13791.37,8363.23,2838.47,11,8
603,SO-000603,20270630,47,15,5,3,5,34780.23,12055.63,9089.18,2966.45,588.67,13,8
604,SO-000604,20240818,12,15,5,10,2,44326.11,18938.95,12247.78,6691.17,3037.93,4,5
605,SO-000605,20251204,54,16,5,2,4,24683.31,8301.02,5225.79,3075.23,2054.75,5,7
606,SO-000606,20270124,63,9,3,6,17,30859.25,8991.06,5991.42,2999.64,2283.62,7,6
607,SO-000607,20270408,97,8,2,5,17,75160.34,23648.45,17135.87,6512.58,7458.18,7,3
608,SO-000608,20260810,63,9,3,6,1,4826.46,970.58,637.48,333.1,380.9,5,7
609,SO-000609,20240209,4,4,1,9,10,7126.48,2480.81,1817.43,663.38,650.55,7,8
610,SO-000610,20260919,16,5,1,4,20,86807.34,29933.2,19343.84,10589.36,3304.77,7,4
611,SO-000611,20250521,87,15,5,2,17,53390.28,10994.4,7697.51,3296.89,2445.2,1,3
612,SO-000612,20270704,64,4,1,5,10,30840.29,9158.94,6858.93,2300.01,56.66,11,8
613,SO-000613,20240301,32,15,5,6,18,24002.37,10644.41,7453.75,3190.66,1948.74,11,7
614,SO-000614,20260221,86,15,5,9,17,94937.08,20665.41,13811.88,6853.53,3729.57,4,5
615,SO-000615,20260523,81,16,5,9,10,96080.27,32065.3,23250.71,8814.59,2185.13,6,6
616,SO-000616,20241009,40,8,2,6,10,91018.67,22644.12,16042.15,6601.97,1881.88,6,5
617,SO-000617,20251012,10,7,2,9,3,69008.94,28955.66,22640.79,6314.87,2967.83,5,5
618,SO-000618,20251014,63,9,3,6,14,55955.36,24317.11,15166.03,9151.08,1777.13,3,5
619,SO-000619,20250119,31,13,4,5,4,96139.02,23169.93,17357.1,5812.83,7899.73,7,7
620,SO-000620,20250417,14,6,2,7,1,13588.82,2145.12,1710.07,435.05,838.36,7,6
621,SO-000621,20250111,66,15,5,1,13,36246.5,12919.79,8983.39,3936.4,1820.75,13,10
622,SO-000622,20260425,59,13,4,10,8,49398.84,9447.72,6033.8,3413.92,159.21,5,3
623,SO-000623,20271109,27,7,2,2,11,74365.48,33202.18,24953.27,8248.91,491.83,15,10
624,SO-000624,20260318,63,9,3,6,20,86744.1,36109.49,24753.46,11356.03,6733.2,12,9
625,SO-000625,20260713,18,3,1,7,15,93944.34,30210.65,21365.93,8844.72,6025.53,2,3
626,SO-000626,20270216,42,2,1,6,13,82787.51,13471.58,10766.05,2705.53,4294.21,7,9
627,SO-000627,20250808,42,2,1,6,15,51854.6,17588.8,10726.69,6862.11,1509.9,11,9
628,SO-000628,20270816,30,8,2,2,15,17065.42,4067.13,3187.84,879.29,1177.43,10,5
629,SO-000629,20260426,93,3,1,1,11,9498.86,2851.53,1813.44,1038.09,556.11,9,5
630,SO-000630,20240703,28,2,1,4,9,45363.14,9238.82,6634.06,2604.76,3232.73,11,6
631,SO-000631,20240821,82,6,2,5,15,32745.44,11283.19,8375.44,2907.75,537.01,3,4
632,SO-000632,20270201,37,8,2,3,13,63590.21,11165.93,8279.04,2886.89,4622.21,9,5
633,SO-000633,20241023,51,14,4,10,6,4868.66,979.89,653.62,326.27,424.21,5,5
634,SO-000634,20270706,55,2,1,2,6,77031.1,12740.42,8429.22,4311.2,5624.52,12,10
635,SO-000635,20260728,14,6,2,7,16,12196.62,2310.91,1480.3,830.61,759.31,5,7
636,SO-000636,20270420,76,8,2,1,16,85613.4,26801.3,16111.6,10689.7,7557.12,7,6
637,SO-000637,20240410,98,16,5,4,6,45646.98,12898.13,9289.79,3608.34,30.0,8,7
638,SO-000638,20240628,41,2,1,4,2,15251.49,5276.76,3204.81,2071.95,1302.22,10,7
639,SO-000639,20270331,14,6,2,7,12,11334.32,5079.14,3211.37,1867.77,322.33,10,5
640,SO-000640,20260525,100,16,5,4,18,93182.24,16580.65,10940.89,5639.76,3434.41,8,9
641,SO-000641,20261210,14,6,2,7,7,6960.12,2027.1,1265.73,761.37,598.16,12,8
642,SO-000642,20271111,57,14,4,10,20,69735.03,23264.73,14467.42,8797.31,5088.76,9,4
643,SO-000643,20261212,95,2,1,6,19,93422.22,41655.43,27385.84,14269.59,5687.96,10,8
644,SO-000644,20250103,2,9,3,4,20,99504.92,25488.78,15954.51,9534.27,5598.49,15,10
645,SO-000645,20250228,37,8,2,3,20,23655.8,5609.89,3583.1,2026.79,279.63,9,10
646,SO-000646,20270804,43,13,4,5,7,99899.21,27393.6,18264.91,9128.69,5598.51,4,6
647,SO-000647,20240821,58,3,1,7,11,69156.7,15651.91,9603.5,6048.41,2076.67,6,8
648,SO-000648,20251107,81,16,5,9,11,34465.48,12659.83,9155.57,3504.26,100.35,6,5
649,SO-000649,20241114,39,9,3,9,15,92266.84,27101.77,18833.02,8268.75,328.08,10,5
650,SO-000650,20261203,89,3,1,6,10,89259.8,27767.85,18521.76,9246.09,6997.87,7,9
651,SO-000651,20240515,86,15,5,9,5,56711.79,20045.31,14252.93,5792.38,106.16,11,8
652,SO-000652,20250118,40,8,2,6,20,28405.77,4526.51,3606.38,920.13,1779.65,9,5
653,SO-000653,20260427,67,9,3,9,3,12126.04,4664.93,3086.58,1578.35,1040.2,5,3
654,SO-000654,20241224,37,8,2,3,4,49956.92,11055.1,7632.23,3422.87,4749.54,8,6
655,SO-000655,20261021,44,3,1,4,5,37734.46,6083.49,3895.99,2187.5,349.44,8,3
656,SO-000656,20240720,30,8,2,2,17,19426.06,8296.7,6193.39,2103.31,1017.2,8,8
657,SO-000657,20250928,72,1,1,10,2,67833.37,12875.8,9591.37,3284.43,3116.05,2,4
658,SO-000658,20261202,63,9,3,6,10,68861.71,22606.35,13957.5,8648.85,3214.99,2,3
659,SO-000659,20250809,73,11,3,8,9,2736.79,1033.27,751.98,281.29,57.43,7,6
660,SO-000660,20240822,76,8,2,1,1,53461.44,20413.51,14988.11,5425.4,1457.65,7,5
661,SO-000661,20241016,100,16,5,4,10,95850.66,30469.75,18905.72,11564.03,5200.17,10,8
662,SO-000662,20240923,59,13,4,10,1,57621.25,11603.91,7684.99,3918.92,5141.22,8,10
663,SO-000663,20250101,33,6,2,6,20,47338.19,16693.76,10369.92,6323.84,254.68,13,9
664,SO-000664,20251111,54,16,5,2,7,89181.95,30218.52,22302.02,7916.5,3976.05,10,8
665,SO-000665,20240709,26,12,3,10,15,71433.42,25091.78,17732.29,7359.49,6955.34,10,10
666,SO-000666,20250403,72,1,1,10,5,10177.67,2474.37,1803.53,670.84,780.11,11,10
667,SO-000667,20260717,89,3,1,6,16,86179.08,28877.11,22598.43,6278.68,3378.88,11,8
668,SO-000668,20251214,4,4,1,9,20,3511.28,1027.4,688.65,338.75,161.95,7,5
669,SO-000669,20270212,37,8,2,3,3,57680.49,17441.71,11880.2,5561.51,4119.96,7,4
670,SO-000670,20260914,13,9,3,1,13,79346.88,24583.54,16720.82,7862.72,3280.53,6,6
671,SO-000671,20270120,74,1,1,2,8,7072.96,1502.8,1110.29,392.51,304.95,12,9
672,SO-000672,20270427,75,12,3,5,20,17722.0,6218.32,4650.52,1567.8,1261.64,9,10
673,SO-000673,20270510,69,4,1,5,4,46559.39,14737.27,11265.24,3472.03,820.26,8,9
674,SO-000674,20250321,60,15,5,9,5,68708.11,22599.58,17265.47,5334.11,2249.56,2,3
675,SO-000675,20260716,26,12,3,10,18,88782.52,37375.38,27180.37,10195.01,1.64,5,5
676,SO-000676,20270313,12,15,5,10,10,29504.57,9874.34,6807.69,3066.65,606.8,10,8
677,SO-000677,20270606,74,1,1,2,17,91890.91,39605.25,29448.81,10156.44,8409.1,2,4
678,SO-000678,20271211,66,15,5,1,18,40717.64,7665.78,5050.5,2615.28,1503.39,1,3
679,SO-000679,20271209,85,13,4,6,19,82164.95,21179.94,16356.2,4823.74,7112.85,10,6
680,SO-000680,20260830,26,12,3,10,5,39729.7,9751.19,6597.24,3153.95,1515.95,6,6
681,SO-000681,20271004,14,6,2,7,5,19228.57,5102.85,4005.21,1097.64,1615.13,7,5
682,SO-000682,20241005,78,3,1,2,3,13860.61,2377.42,1433.92,943.5,999.82,14,10
683,SO-000683,20260719,46,16,5,7,17,14153.42,5545.06,4280.96,1264.1,1264.72,9,9
684,SO-000684,20270329,88,8,2,4,16,42700.41,16910.28,11447.29,5462.99,963.92,7,9
685,SO-000685,20240318,33,6,2,6,19,84756.99,18733.41,13119.86,5613.55,3482.14,6,8
686,SO-000686,20261214,67,9,3,9,9,48585.18,12660.01,9065.25,3594.76,4672.62,4,4
687,SO-000687,20271101,65,14,4,3,18,46761.16,8111.68,6310.75,1800.93,413.59,9,10
688,SO-000688,20260718,39,9,3,9,17,79910.77,19478.24,11892.53,7585.71,2745.3,8,3
689,SO-000689,20241209,100,16,5,4,2,90652.48,29207.29,19460.9,9746.39,3199.26,9,7
690,SO-000690,20270712,46,16,5,7,16,69657.59,22937.61,15157.5,7780.11,5468.27,5,7
691,SO-000691,20260919,24,3,1,9,3,58025.04,18675.82,13656.95,5018.87,1692.9,5,3
692,SO-000692,20250610,13,9,3,1,1,13118.72,2270.31,1718.06,552.25,330.66,9,7
693,SO-000693,20241225,78,3,1,2,9,74272.2,24594.98,19233.92,5361.06,5488.47,13,10
694,SO-000694,20240621,54,16,5,2,5,78361.51,17306.83,11009.94,6296.89,4132.7,6,3
695,SO-000695,20250502,96,3,1,9,15,59756.64,23694.53,18186.09,5508.44,4498.25,13,9
696,SO-000696,20240825,84,7,2,5,2,72736.91,14560.84,10419.03,4141.81,6123.23,5,3
697,SO-000697,20271031,58,3,1,7,13,17176.24,4631.12,3057.81,1573.31,1281.61,10,6
698,SO-000698,20271021,89,3,1,6,11,47721.66,9236.29,7149.4,2086.89,56.61,14,10
699,SO-000699,20270604,82,6,2,5,9,96195.39,34136.17,20761.74,13374.43,8827.97,12,8
700,SO-000700,20271014,58,3,1,7,8,33829.26,7785.0,4824.02,2960.98,2213.59,14,9
701,SO-000701,20270126,67,9,3,9,1,73564.19,24027.34,15353.11,8674.23,2482.1,8,5
702,SO-000702,20251220,95,2,1,6,8,67443.79,26944.26,16231.01,10713.25,658.92,9,4
703,SO-000703,20270512,23,4,1,7,4,72662.44,16390.38,9945.82,6444.56,4500.69,4,3
704,SO-000704,20271125,37,8,2,3,6,70953.47,13196.86,10178.58,3018.28,921.74,4,5
705,SO-000705,20271118,62,1,1,2,11,25706.91,7457.23,5870.6,1586.63,1642.11,11,7
706,SO-000706,20240503,26,12,3,10,9,26104.99,10030.04,6574.26,3455.78,162.86,12,9
707,SO-000707,20241231,89,3,1,6,16,95582.77,21926.64,15088.05,6838.59,4700.01,10,6
708,SO-000708,20250614,22,15,5,9,4,11288.83,3524.26,2418.53,1105.73,693.1,9,4
709,SO-000709,20241031,12,15,5,10,1,3968.66,679.13,506.3,172.83,308.46,8,3
710,SO-000710,20261121,28,2,1,4,16,93322.93,32605.33,21300.65,11304.68,6533.12,7,9
711,SO-000711,20240107,25,10,3,10,13,48074.87,13036.65,9719.52,3317.13,3905.0,5,4
712,SO-000712,20271028,16,5,1,4,10,95438.46,37735.7,26279.64,11456.06,5413.69,11,8
713,SO-000713,20260730,44,3,1,4,10,40361.17,13709.95,10855.06,2854.89,365.94,7,8
714,SO-000714,20271126,58,3,1,7,13,64955.36,13185.0,8014.72,5170.28,2495.35,8,6
715,SO-000715,20241013,56,5,1,3,2,89697.84,30424.17,20440.55,9983.62,761.2,11,10
716,SO-000716,20261020,95,2,1,6,18,19712.73,7213.32,5183.41,2029.91,964.41,6,4
717,SO-000717,20251122,41,2,1,4,2,96512.91,37981.06,30130.94,7850.12,158.46,6,8
718,SO-000718,20240527,36,6,2,9,2,40848.03,8721.2,6373.19,2348.01,2136.84,6,5
719,SO-000719,20271207,89,3,1,6,5,73678.24,21858.01,13198.14,8659.87,6683.93,4,3
720,SO-000720,20270605,100,16,5,4,6,1929.34,655.59,511.97,143.62,158.35,9,4
721,SO-000721,20250219,82,6,2,5,14,83617.54,14147.02,10801.17,3345.85,954.74,5,6
722,SO-000722,20251020,13,9,3,1,7,34065.64,13652.45,10206.38,3446.07,1369.47,4,4
723,SO-000723,20241210,32,15,5,6,12,76540.67,25099.64,16743.99,8355.65,924.19,9,5
724,SO-000724,20241119,53,8,2,3,1,55564.07,15646.75,12284.81,3361.94,226.14,8,4
725,SO-000725,20271121,96,3,1,9,16,88022.88,15335.06,9223.19,6111.87,8152.12,11,7
726,SO-000726,20241223,24,3,1,9,20,69389.65,14700.06,10701.13,3998.93,3629.68,10,9
727,SO-000727,20251213,24,3,1,9,14,69321.52,22798.57,16949.36,5849.21,4242.82,6,4
728,SO-000728,20270110,84,7,2,5,17,954.72,210.7,131.37,79.33,50.62,7,4
729,SO-000729,20241101,9,1,1,9,16,22317.98,8505.37,6224.79,2280.58,616.93,5,6
730,SO-000730,20250305,63,9,3,6,14,50002.73,9896.93,7764.48,2132.45,270.15,10,8
731,SO-000731,20270105,52,13,4,6,6,25512.49,8547.85,6650.36,1897.49,1156.09,2,4
732,SO-000732,20270428,97,8,2,5,19,16225.54,2575.31,1810.39,764.92,114.97,11,6
733,SO-000733,20250411,63,9,3,6,4,32934.25,6903.86,5076.9,1826.96,1072.62,7,4
734,SO-000734,20270413,75,12,3,5,16,24093.28,6596.23,4221.53,2374.7,2147.59,9,4
735,SO-000735,20260203,93,3,1,1,5,5906.77,1658.38,1066.72,591.66,359.98,9,5
736,SO-000736,20240306,42,2,1,6,19,46045.15,9588.74,6440.93,3147.81,1241.81,8,8
737,SO-000737,20250326,96,3,1,9,10,6435.35,1228.83,946.6,282.23,295.11,8,5
738,SO-000738,20240626,51,14,4,10,14,60561.78,23429.18,17047.07,6382.11,3703.52,6,5
739,SO-000739,20240130,34,12,3,4,14,85768.89,25453.12,20340.42,5112.7,5073.92,12,10
740,SO-000740,20260505,28,2,1,4,2,73749.8,16519.68,10993.17,5526.51,4273.56,3,5
741,SO-000741,20271127,38,15,5,7,4,4485.84,1306.26,984.56,321.7,15.08,14,9
742,SO-000742,20240928,32,15,5,6,12,45517.92,10111.96,7196.66,2915.3,56.55,10,9
743,SO-000743,20271211,84,7,2,5,15,29931.15,10305.06,6370.03,3935.03,1436.05,7,7
744,SO-000744,20250113,83,14,4,4,12,85863.25,32128.83,19434.17,12694.66,3905.41,9,5
745,SO-000745,20261223,5,3,1,10,2,62867.69,22705.96,13629.77,9076.19,3943.72,12,9
746,SO-000746,20270624,98,16,5,4,11,30010.7,11280.01,8342.82,2937.19,1838.16,5,6
747,SO-000747,20260223,17,11,3,2,12,73708.2,12268.25,9680.44,2587.81,4972.75,2,3
748,SO-000748,20241010,15,11,3,5,11,46802.61,7594.3,5113.14,2481.16,3033.62,5,4
749,SO-000749,20251018,20,12,3,10,12,24243.95,4462.52,3104.57,1357.95,2276.87,7,6
750,SO-000750,20260715,48,9,3,3,16,89844.34,27049.42,18517.65,8531.77,489.29,11,8
751,SO-000751,20270625,4,4,1,9,12,50394.28,20100.66,13950.52,6150.14,2680.49,12,7
752,SO-000752,20260726,19,4,1,6,3,80090.43,34727.98,26454.36,8273.62,7535.52,5,4
753,SO-000753,20250719,65,14,4,3,4,8476.96,3555.1,2338.1,1217.0,810.93,4,4
754,SO-000754,20260503,71,12,3,3,18,69859.67,20880.96,16182.72,4698.24,3637.51,5,3
755,SO-000755,20250122,93,3,1,1,3,93206.29,27232.22,18627.55,8604.67,6875.91,5,3
756,SO-000756,20270331,9,1,1,9,11,2692.64,1051.74,806.67,245.07,139.92,12,8
757,SO-000757,20250914,49,8,2,9,19,65748.17,25381.9,17697.01,7684.89,4377.88,15,10
758,SO-000758,20250813,13,9,3,1,2,13629.45,5271.93,3344.24,1927.69,354.38,13,10
759,SO-000759,20250108,52,13,4,6,6,15259.66,3590.82,2841.21,749.61,944.01,7,5
760,SO-000760,20240325,31,13,4,5,11,84013.5,30064.88,22045.71,8019.17,1289.48,5,6
761,SO-000761,20251205,17,11,3,2,5,57665.25,16276.97,10969.61,5307.36,1183.03,6,3
762,SO-000762,20261019,68,6,2,9,5,37605.04,11731.27,7420.26,4311.01,1134.02,7,3
763,SO-000763,20260828,18,3,1,7,10,94805.01,40609.1,25632.9,14976.2,9197.51,10,8
764,SO-000764,20271112,59,13,4,10,4,96975.75,36486.98,29146.28,7340.7,6467.19,13,10
765,SO-000765,20260402,5,3,1,10,20,73298.23,30789.09,19332.0,11457.09,4038.44,5,7
766,SO-000766,20250723,7,1,1,2,7,84167.25,23885.98,14773.39,9112.59,463.2,7,6
767,SO-000767,20250202,90,1,1,10,16,2743.59,854.69,588.96,265.73,184.25,8,4
768,SO-000768,20241029,15,11,3,5,14,32116.9,10647.5,8397.47,2250.03,2917.65,12,8
769,SO-000769,20250317,65,14,4,3,15,37278.18,9761.27,6412.47,3348.8,1309.79,9,10
770,SO-000770,20241012,33,6,2,6,19,74282.0,20404.0,14048.17,6355.83,1216.67,13,9
771,SO-000771,20270424,80,5,1,3,13,59994.6,11584.46,7653.23,3931.23,5929.76,7,8
772,SO-000772,20250212,67,9,3,9,6,9300.6,2537.56,1986.61,550.95,385.52,10,10
773,SO-000773,20261008,27,7,2,2,18,83312.23,19731.58,13774.95,5956.63,6854.92,9,7
774,SO-000774,20240911,66,15,5,1,10,74115.67,16109.49,12214.92,3894.57,1141.56,12,7
775,SO-000775,20261006,95,2,1,6,3,42007.1,12499.88,9219.52,3280.36,1028.12,6,4
776,SO-000776,20271122,65,14,4,3,4,60089.69,15534.86,10813.77,4721.09,2620.32,12,7
777,SO-000777,20251016,39,9,3,9,15,37633.62,13920.19,8400.96,5519.23,976.73,3,3
778,SO-000778,20240409,64,4,1,5,10,87892.57,16756.65,10601.29,6155.36,2396.57,12,9
779,SO-000779,20270511,8,7,2,4,6,29520.58,10086.71,6207.01,3879.7,572.15,4,5
780,SO-000780,20271104,91,8,2,10,12,54599.38,22480.36,17205.67,5274.69,3739.88,9,7
781,SO-000781,20260920,2,9,3,4,14,10035.42,3251.62,2486.39,765.23,12.94,10,7
782,SO-000782,20270218,76,8,2,1,20,34361.15,14542.89,9023.62,5519.27,531.07,7,6
783,SO-000783,20260801,35,9,3,2,3,69120.46,30119.14,23168.06,6951.08,4925.16,8,4
784,SO-000784,20260624,64,4,1,5,20,12098.28,2291.05,1382.59,908.46,421.27,8,8
785,SO-000785,20240920,22,15,5,9,5,52550.55,23176.55,14704.16,8472.39,1601.13,5,4
786,SO-000786,20240608,88,8,2,4,1,68960.69,16704.24,10723.59,5980.65,6765.8,8,9
787,SO-000787,20240831,97,8,2,5,9,77581.88,29263.9,17807.18,11456.72,836.47,8,3
788,SO-000788,20270418,15,11,3,5,7,4806.51,1155.94,695.94,460.0,46.38,5,4
789,SO-000789,20251222,64,4,1,5,6,18885.79,4824.57,2982.34,1842.23,1597.48,10,7
790,SO-000790,20270330,13,9,3,1,1,85586.24,32885.71,23762.93,9122.78,4321.33,3,4
791,SO-000791,20250314,87,15,5,2,17,53119.45,19374.97,15361.5,4013.47,912.45,2,3
792,SO-000792,20251227,82,6,2,5,13,85204.03,24914.91,18427.73,6487.18,1577.35,4,4
793,SO-000793,20260812,67,9,3,9,4,42697.14,12991.69,8854.04,4137.65,3251.0,7,8
794,SO-000794,20251102,28,2,1,4,16,52212.89,15598.33,10485.98,5112.35,1505.15,2,3
795,SO-000795,20270208,41,2,1,4,14,12014.4,2824.39,2033.78,790.61,374.86,11,10
796,SO-000796,20250102,34,12,3,4,1,29413.64,11959.87,7627.49,4332.38,204.75,13,10
797,SO-000797,20241020,4,4,1,9,13,99872.97,29711.66,18451.96,11259.7,4375.02,3,4
798,SO-000798,20260114,74,1,1,2,7,40362.12,13205.16,8191.75,5013.41,3734.67,4,5
799,SO-000799,20250724,31,13,4,5,19,34193.85,11232.28,8964.85,2267.43,419.77,14,9
800,SO-000800,20270927,86,15,5,9,20,59568.17,22450.7,17066.95,5383.75,5618.62,13,8
801,SO-000801,20240907,31,13,4,5,9,95038.81,42411.73,29785.03,12626.7,1400.63,9,10
802,SO-000802,20261017,42,2,1,6,1,49189.47,10784.62,8503.46,2281.16,146.21,2,3
803,SO-000803,20270915,49,8,2,9,17,97221.22,25743.2,18942.9,6800.3,1484.92,3,4
804,SO-000804,20270115,22,15,5,9,11,76873.42,29813.01,19091.84,10721.17,5089.74,12,10
805,SO-000805,20260224,8,7,2,4,15,81043.42,25298.41,15268.45,10029.96,6191.43,8,9
806,SO-000806,20261003,38,15,5,7,14,31798.64,8359.89,5784.47,2575.42,104.49,7,7
807,SO-000807,20260901,32,15,5,6,18,13881.58,5062.85,3531.29,1531.56,151.84,15,10
808,SO-000808,20250805,43,13,4,5,11,85507.97,25823.88,17515.74,8308.14,4230.0,12,9
809,SO-000809,20260218,64,4,1,5,4,6611.69,2162.94,1353.22,809.72,242.26,6,3
810,SO-000810,20250425,82,6,2,5,10,43100.74,19291.19,13164.04,6127.15,243.3,7,6
811,SO-000811,20240210,24,3,1,9,18,59456.9,25157.21,15423.89,9733.32,1812.91,8,8
812,SO-000812,20240211,60,15,5,9,16,32948.63,9498.19,7339.0,2159.19,1871.64,11,9
813,SO-000813,20240723,63,9,3,6,7,59004.93,26300.23,17767.06,8533.17,2302.97,9,4
814,SO-000814,20260611,74,1,1,2,7,33928.76,10206.81,7685.53,2521.28,1152.02,10,7
815,SO-000815,20250627,71,12,3,3,2,49946.7,20188.47,15291.35,4897.12,4197.42,8,6
816,SO-000816,20270427,71,12,3,3,11,30083.37,9688.54,7372.21,2316.33,1878.92,3,4
817,SO-000817,20270827,84,7,2,5,10,27699.81,8861.96,6258.43,2603.53,1183.08,7,8
818,SO-000818,20250529,27,7,2,2,20,50711.63,12169.41,8916.42,3252.99,1589.06,13,9
819,SO-000819,20250312,88,8,2,4,15,51779.24,18198.75,12912.24,5286.51,4561.22,10,5
820,SO-000820,20261205,49,8,2,9,7,27159.63,9271.7,7063.06,2208.64,2316.1,7,9
821,SO-000821,20260420,53,8,2,3,11,36745.33,7140.47,4499.17,2641.3,2518.18,11,7
